﻿Χρόνος Γένεσης (GMT),Γεωγρ.Πλάτος,Γεωγρ.Μήκος,Βάθος (χμ),Μέγεθος (ML),Επίκεντρο,Απόσταση (χμ) από το κέντρο (Γ.Πλ.:35.1571  Γ.Μήκ.:25.2483)
﻿2021/10/06 20:27:47,35.19,25.29,6,1.8,21.0 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/06 20:13:02,35.14,25.24,11,1.4,22.4 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/06 20:10:07,35.23,25.36,6,2.0,23.4 χμ ΑΝΑ του Ηρακλείου,12.7
﻿2021/10/06 20:01:11,35.14,25.22,13,1.6,22.4 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/06 19:47:51,35.14,25.22,12,1.9,21.5 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/06 19:37:53,35.20,25.31,10,2.3,21.1 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/06 19:14:59,35.12,25.23,10,1.8,24.2 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/06 19:01:05,35.13,25.24,10,2.0,23.4 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/06 17:46:24,35.13,25.23,12,2.1,23.1 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/06 17:28:02,35.12,25.22,9,1.9,24.2 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/06 17:24:57,35.13,25.23,10,3.1,23.6 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/06 17:24:23,35.11,25.22,13,2.0,24.9 χμ ΝΝΑ του Ηρακλείου,5.7
﻿2021/10/06 17:18:52,35.14,25.31,9,1.6,26.2 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/06 17:05:20,35.13,25.23,11,2.7,24.1 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/06 17:02:26,35.21,25.30,6,1.8,20.3 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/06 16:52:04,35.20,25.32,7,1.3,21.8 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/06 16:45:02,35.17,25.30,10,2.8,22.7 χμ ΝΑ του Ηρακλείου,4.8
﻿2021/10/06 16:38:04,35.14,25.24,6,2.6,22.3 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/06 16:06:45,35.14,25.23,9,3.3,22.0 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/06 15:30:03,35.14,25.23,8,1.4,22.3 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/06 15:28:46,35.14,25.23,9,1.5,22.7 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/10/06 15:27:32,35.12,25.23,9,2.1,24.1 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/06 15:16:58,35.21,25.32,6,1.8,21.5 χμ ΝΑ του Ηρακλείου,8.5
﻿2021/10/06 14:49:07,35.13,25.23,9,2.7,23.1 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/06 14:46:51,35.21,25.32,6,2.6,22.0 χμ ΝΑ του Ηρακλείου,8.8
﻿2021/10/06 14:29:10,35.13,25.22,11,2.1,23.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/06 14:24:00,35.13,25.23,9,2.7,23.4 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/06 14:07:50,35.14,25.24,11,2.3,22.8 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/06 13:25:57,35.16,25.22,13,2.6,20.2 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/06 13:22:26,35.12,25.22,10,2.3,24.2 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/06 13:17:22,35.15,25.23,11,3.1,21.5 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/06 12:41:58,35.13,25.22,7,2.1,23.0 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/06 12:40:57,35.20,25.31,2,1.1,21.7 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/10/06 12:25:46,35.11,25.25,7,2.0,26.4 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/06 11:17:03,35.14,25.24,8,2.7,22.4 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/10/06 11:15:19,35.14,25.23,9,2.6,22.3 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/06 11:10:51,35.12,25.21,9,2.1,23.6 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/06 11:08:02,35.12,25.22,9,2.7,23.8 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/06 10:24:16,35.18,25.30,6,2.1,22.2 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/06 09:06:25,35.16,25.30,7,1.3,23.7 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/06 08:24:15,35.18,25.30,6,2.3,22.0 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/06 08:04:39,35.13,25.23,13,2.1,23.3 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/06 06:18:55,35.12,25.23,14,3.1,24.0 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/06 05:53:25,35.12,25.26,9,1.4,25.4 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/06 05:19:31,35.13,25.23,8,2.7,24.0 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/06 04:59:17,35.14,25.22,10,2.0,22.5 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/06 04:52:25,35.17,25.30,8,3.3,22.8 χμ ΝΑ του Ηρακλείου,5.1
﻿2021/10/06 04:24:06,35.12,25.24,8,3.2,24.5 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/06 04:20:49,35.16,25.22,10,1.4,20.2 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/06 03:42:23,35.19,25.31,9,2.2,22.2 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/06 03:41:13,35.15,25.34,10,2.3,26.7 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/06 02:57:31,35.13,25.22,10,2.2,23.4 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/06 02:25:33,35.18,25.30,6,2.6,22.4 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/06 02:03:16,35.12,25.23,10,2.2,25.1 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/06 01:58:52,35.18,25.30,7,1.4,22.0 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/06 01:15:41,35.21,25.29,9,2.8,19.9 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/06 01:11:25,35.17,25.30,6,1.9,22.9 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/06 00:51:48,35.22,25.35,6,1.6,22.7 χμ ΑΝΑ του Ηρακλείου,11.4
﻿2021/10/06 00:50:59,35.19,25.29,8,1.8,21.3 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/06 00:42:58,35.13,25.23,8,2.1,23.3 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/06 00:15:44,35.13,25.23,8,2.4,23.7 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/06 00:09:45,35.19,25.32,6,1.8,23.1 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/05 23:29:44,35.20,25.31,7,1.5,21.3 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/05 23:09:38,35.18,25.28,7,1.6,21.2 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/05 23:05:07,35.14,25.24,9,2.1,23.3 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/05 22:59:27,35.17,25.30,6,1.2,22.9 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/05 22:54:20,35.14,25.23,8,2.5,22.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/05 22:52:47,35.13,25.23,8,1.8,23.5 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/05 22:48:14,35.20,25.29,6,2.2,20.6 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/05 22:11:32,35.20,25.30,7,1.8,20.6 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/05 22:03:58,35.13,25.23,7,2.2,24.0 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/05 21:59:20,35.13,25.23,9,3.0,23.4 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/05 21:26:30,35.15,25.27,5,1.3,23.2 χμ ΝΑ του Ηρακλείου,2.3
﻿2021/10/05 21:00:10,35.15,25.22,14,1.8,21.2 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/05 20:47:00,35.16,25.24,12,1.5,20.6 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/05 20:36:11,35.15,25.22,15,2.1,21.3 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/05 20:21:15,35.14,25.23,12,3.1,22.2 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/05 19:56:33,35.14,25.19,12,2.3,21.4 χμ ΝΝΑ του Ηρακλείου,5.8
﻿2021/10/05 19:55:10,35.15,25.29,10,1.1,24.0 χμ ΝΑ του Ηρακλείου,3.5
﻿2021/10/05 19:22:09,35.22,25.33,8,1.6,21.6 χμ ΑΝΑ του Ηρακλείου,10.8
﻿2021/10/05 18:56:14,35.12,25.25,6,1.9,24.9 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/05 18:49:32,35.15,25.27,7,2.3,22.9 χμ ΝΑ του Ηρακλείου,2.3
﻿2021/10/05 18:35:49,35.14,25.22,12,1.7,21.9 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/05 18:32:00,35.19,25.30,11,3.6,21.5 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/10/05 18:27:35,35.20,25.32,7,1.3,22.3 χμ ΝΑ του Ηρακλείου,7.9
﻿2021/10/05 18:19:52,35.19,25.25,11,1.1,19.1 χμ ΝΑ του Ηρακλείου,3.1
﻿2021/10/05 17:48:48,35.16,25.27,7,1.3,22.6 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/05 17:47:51,35.20,25.25,10,1.2,17.5 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/05 17:41:46,35.13,25.28,11,1.3,25.1 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/05 17:18:25,35.12,25.25,9,1.1,25.1 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/05 16:16:11,35.19,25.29,9,1.6,21.1 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/05 16:04:36,35.13,25.22,11,1.5,23.3 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/05 13:05:06,35.18,25.31,7,2.0,23.1 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/05 12:53:59,35.21,25.31,10,1.4,20.6 χμ ΝΑ του Ηρακλείου,8.5
﻿2021/10/05 12:53:21,35.13,25.23,12,1.2,23.5 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/05 12:53:00,35.19,25.23,10,1.1,17.3 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/05 12:52:25,35.11,25.25,11,1.3,26.4 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/05 12:26:12,35.12,25.26,9,1.3,25.4 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/05 12:12:48,35.18,25.30,7,2.7,21.9 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/05 11:55:12,35.13,25.25,12,1.5,24.6 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/05 10:55:14,35.18,25.32,6,2.4,23.3 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/05 10:50:46,35.13,25.22,10,1.5,23.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/05 10:20:48,35.12,25.23,11,2.4,24.7 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/10/05 10:17:55,35.21,25.33,5,1.7,22.2 χμ ΝΑ του Ηρακλείου,9.7
﻿2021/10/05 10:00:12,35.18,25.31,6,1.9,22.3 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/05 09:55:10,35.14,25.22,9,1.6,22.6 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/05 09:31:09,35.13,25.24,8,2.0,23.9 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/05 08:37:34,35.15,25.22,7,3.2,21.5 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/05 07:43:52,35.15,25.24,13,1.8,21.3 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/05 07:20:32,35.17,25.25,15,1.8,20.7 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/05 06:55:04,35.14,25.20,12,1.6,21.6 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/05 06:51:43,35.14,25.23,10,2.3,23.0 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/05 06:46:39,35.15,25.22,9,2.2,21.1 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/05 05:48:11,35.20,25.22,12,1.4,16.2 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/05 05:47:41,35.14,25.21,13,1.7,21.6 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/05 05:39:47,35.14,25.23,12,3.1,22.4 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/05 05:23:13,35.11,25.26,10,2.6,26.9 χμ ΝΝΑ του Ηρακλείου,5.7
﻿2021/10/05 05:18:29,35.14,25.22,9,1.9,22.3 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/05 05:16:46,35.21,25.32,10,2.5,21.6 χμ ΝΑ του Ηρακλείου,8.6
﻿2021/10/05 05:08:08,35.13,25.24,11,1.5,24.2 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/05 04:36:55,35.13,25.23,10,2.8,23.3 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/05 04:30:08,35.10,25.25,10,1.4,26.8 χμ ΝΝΑ του Ηρακλείου,5.9
﻿2021/10/05 04:11:59,35.11,25.23,12,1.9,25.3 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/05 04:01:13,35.13,25.24,12,2.4,24.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/05 03:51:48,35.13,25.24,9,2.6,24.4 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/05 03:39:10,35.15,25.23,11,2.2,21.7 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/05 02:43:07,35.22,25.31,8,2.0,20.1 χμ ΝΑ του Ηρακλείου,9.1
﻿2021/10/05 02:40:50,35.14,25.22,12,2.3,22.2 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/05 02:38:09,35.14,25.23,12,2.1,22.4 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/05 02:20:38,35.18,25.30,11,2.3,22.3 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/05 02:18:42,35.15,25.21,14,1.8,21.1 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/05 02:02:46,35.20,25.29,5,1.7,20.1 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/05 02:02:15,35.20,25.28,10,1.3,19.4 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/05 01:57:02,35.20,25.30,12,3.1,20.3 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/10/05 01:40:06,35.13,25.27,7,1.3,24.8 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/05 01:14:54,35.12,25.25,7,1.5,25.8 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/05 00:15:17,35.12,25.23,9,2.2,24.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/05 00:13:09,35.18,25.31,8,2.1,22.6 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/05 00:08:43,35.19,25.30,9,2.0,21.5 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/04 23:59:55,35.18,25.30,12,3.0,22.3 χμ ΝΑ του Ηρακλείου,5.5
﻿2021/10/04 23:52:28,35.13,25.23,10,1.2,23.7 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/04 23:51:54,35.15,25.23,11,1.1,21.0 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/10/04 23:50:23,35.19,25.26,9,1.6,19.2 χμ ΝΑ του Ηρακλείου,3.4
﻿2021/10/04 23:48:26,35.17,25.24,11,1.9,20.2 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/04 23:46:31,35.19,25.30,6,1.8,21.8 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/04 23:37:08,35.15,25.24,9,2.0,21.5 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/04 23:31:00,35.13,25.23,9,1.8,23.7 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/04 23:29:26,35.11,25.25,10,1.3,26.3 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/04 23:29:00,35.15,25.23,10,2.1,21.4 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/04 23:24:37,35.15,25.24,11,2.9,21.4 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/04 22:57:47,35.14,25.23,12,2.1,22.0 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/04 22:38:00,35.20,25.33,7,1.6,22.4 χμ ΝΑ του Ηρακλείου,8.7
﻿2021/10/04 22:37:12,35.19,25.31,6,1.7,22.1 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/04 22:28:49,35.16,25.25,13,3.0,20.8 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/10/04 22:12:45,35.18,25.24,11,2.3,18.5 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/04 21:21:15,35.17,25.32,13,2.8,24.3 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/04 21:10:19,35.15,25.23,12,1.9,21.3 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/10/04 20:22:42,35.18,25.29,11,2.6,22.0 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/04 20:06:15,35.19,25.29,10,2.3,20.9 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/04 19:41:44,35.14,25.22,12,2.3,21.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/04 19:30:30,35.18,25.29,10,1.7,21.5 χμ ΝΑ του Ηρακλείου,4.3
﻿2021/10/04 18:45:18,35.21,25.33,6,1.9,22.4 χμ ΝΑ του Ηρακλείου,9.6
﻿2021/10/04 17:51:57,35.13,25.21,14,1.6,22.6 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/04 16:56:29,35.14,25.24,14,2.4,22.3 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/10/04 16:43:26,35.12,25.23,10,3.2,24.2 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/04 16:39:54,35.14,25.25,11,2.2,23.6 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/04 16:14:34,35.14,25.23,10,2.2,22.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/04 14:59:40,35.12,25.25,8,2.5,25.6 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/04 14:48:29,35.21,25.30,7,2.3,20.3 χμ ΝΑ του Ηρακλείου,7.1
﻿2021/10/04 14:31:34,35.13,25.24,12,2.7,24.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/04 13:51:08,35.15,25.21,12,2.0,20.4 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/04 13:18:16,35.15,25.23,9,2.0,21.7 χμ ΝΝΑ του Ηρακλείου,1.8
﻿2021/10/04 12:59:13,35.20,25.32,8,1.6,22.2 χμ ΝΑ του Ηρακλείου,8.3
﻿2021/10/04 12:22:48,35.20,25.29,6,1.8,20.6 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/04 12:20:27,35.13,25.26,7,1.8,24.7 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/04 11:52:40,35.20,25.30,8,1.9,20.9 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/04 11:51:35,35.13,25.24,8,1.3,24.4 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/04 10:50:32,35.12,25.23,9,1.9,24.1 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/04 10:20:28,35.12,25.24,10,2.5,25.1 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/04 10:18:07,35.21,25.31,7,1.8,20.8 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/04 10:16:43,35.19,25.31,7,1.8,22.4 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/04 10:16:07,35.13,25.23,8,2.0,23.8 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/04 10:00:38,35.11,25.25,9,2.5,25.8 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/04 09:30:16,35.22,25.34,6,1.9,22.1 χμ ΑΝΑ του Ηρακλείου,10.4
﻿2021/10/04 09:29:41,35.19,25.29,11,2.4,21.0 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/04 08:05:30,35.21,25.31,7,2.3,20.7 χμ ΝΑ του Ηρακλείου,8.0
﻿2021/10/04 07:36:00,35.20,25.31,5,2.1,21.7 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/04 07:18:22,35.15,25.22,13,2.2,20.8 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/04 07:17:21,35.12,25.25,7,2.0,25.0 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/04 06:46:51,35.11,25.24,8,2.7,25.5 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/04 05:37:39,35.20,25.25,11,1.9,17.6 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/04 05:23:58,35.17,25.23,10,1.7,19.0 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/04 04:50:51,35.12,25.21,7,1.8,24.5 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/10/04 04:46:20,35.11,25.23,10,1.9,25.1 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/04 04:32:05,35.12,25.26,6,2.4,25.4 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/04 04:21:55,35.12,25.25,9,2.2,25.5 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/04 03:58:53,35.11,25.23,9,1.5,25.2 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/04 03:42:30,35.11,25.23,6,1.8,25.4 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/04 03:29:44,35.17,25.29,13,3.1,22.8 χμ ΝΑ του Ηρακλείου,4.4
﻿2021/10/04 03:23:27,35.11,25.24,10,1.4,25.7 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/04 03:19:53,35.12,25.23,7,1.6,24.9 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/04 02:53:06,35.12,25.24,8,1.9,24.9 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/04 02:31:57,35.12,25.22,10,2.1,24.0 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/04 02:29:56,35.13,25.22,11,2.4,23.2 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/04 02:14:28,35.13,25.22,9,2.2,23.5 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/04 02:00:37,35.11,25.23,6,1.4,25.5 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/04 01:41:50,35.11,25.23,9,1.6,25.3 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/04 01:20:49,35.12,25.25,9,2.2,25.2 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/04 01:13:02,35.17,25.24,9,1.4,20.4 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/04 00:40:42,35.15,25.23,12,2.3,22.0 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/10/04 00:39:12,35.12,25.23,8,2.5,25.2 χμ ΝΝΑ του Ηρακλείου,4.8
﻿2021/10/04 00:07:57,35.16,25.24,8,1.5,20.3 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/04 00:06:00,35.11,25.24,7,2.2,25.8 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/03 23:49:48,35.13,25.22,10,3.1,23.7 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/03 23:41:24,35.22,25.29,10,1.4,18.7 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/03 23:25:24,35.12,25.24,9,2.9,25.1 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/03 23:21:02,35.15,25.23,12,2.3,22.0 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/03 23:15:13,35.21,25.30,5,1.7,20.0 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/03 23:09:19,35.14,25.22,12,2.0,22.0 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/03 22:51:59,35.18,25.30,11,2.8,21.8 χμ ΝΑ του Ηρακλείου,5.5
﻿2021/10/03 22:41:15,35.13,25.22,9,3.4,22.9 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/03 22:39:45,35.17,25.24,16,3.3,20.4 χμ ΝΝΑ του Ηρακλείου,1.1
﻿2021/10/03 22:30:00,35.15,25.23,13,2.6,21.7 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/03 21:38:50,35.21,25.30,6,1.9,20.4 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/03 21:37:11,35.13,25.22,12,1.9,23.4 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/03 21:21:53,35.15,25.21,9,2.8,21.1 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/03 21:20:59,35.15,25.21,10,2.4,20.6 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/03 21:10:10,35.19,25.31,6,3.1,21.9 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/03 21:06:30,35.12,25.25,9,3.0,25.7 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/03 21:02:13,35.17,25.28,6,2.2,22.0 χμ ΝΑ του Ηρακλείου,3.6
﻿2021/10/03 21:00:23,35.14,25.26,10,2.1,23.4 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/03 20:43:53,35.11,25.24,9,2.3,25.6 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/03 20:42:57,35.12,25.25,8,2.9,25.4 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/03 20:18:51,35.11,25.25,11,3.5,26.4 χμ ΝΝΑ του Ηρακλείου,5.5
﻿2021/10/03 20:15:31,35.12,25.25,10,2.5,25.1 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/03 20:05:17,35.12,25.24,9,2.1,24.9 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/03 20:03:35,35.18,25.27,9,1.9,20.9 χμ ΝΑ του Ηρακλείου,3.2
