﻿Χρόνος Γένεσης (GMT),Γεωγρ.Πλάτος,Γεωγρ.Μήκος,Βάθος (χμ),Μέγεθος (ML),Επίκεντρο,Απόσταση (χμ) από το κέντρο (Γ.Πλ.:35.1571  Γ.Μήκ.:25.2483)
﻿2021/10/15 21:07:04,35.12,25.21,10,1.6,23.8 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/15 20:16:16,35.13,25.18,12,1.7,21.7 χμ ΝΝΑ του Ηρακλείου,6.4
﻿2021/10/15 20:13:54,35.21,25.34,6,2.1,23.4 χμ ΝΑ του Ηρακλείου,10.1
﻿2021/10/15 18:09:36,35.14,25.21,10,1.5,21.3 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/15 17:58:17,35.19,25.30,5,1.4,21.5 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/15 17:57:23,35.13,25.27,4,1.4,25.0 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/15 17:37:15,35.20,25.32,8,2.2,22.2 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/15 17:01:51,35.20,25.32,6,2.1,21.6 χμ ΝΑ του Ηρακλείου,7.9
﻿2021/10/15 16:53:16,35.19,25.32,10,1.9,23.0 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/15 15:34:26,35.20,25.33,9,2.7,22.9 χμ ΝΑ του Ηρακλείου,9.1
﻿2021/10/15 14:49:56,35.20,25.30,5,2.3,20.8 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/15 13:43:43,35.18,25.33,6,1.7,23.9 χμ ΝΑ του Ηρακλείου,7.5
﻿2021/10/15 13:22:14,35.15,25.22,8,1.9,21.3 χμ ΝΝΑ του Ηρακλείου,3.1
﻿2021/10/15 11:53:41,35.20,25.30,6,2.1,21.0 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/15 11:47:18,35.25,25.33,9,1.6,20.3 χμ ΑΝΑ του Ηρακλείου,12.4
﻿2021/10/15 11:43:19,35.21,25.34,7,2.7,22.7 χμ ΝΑ του Ηρακλείου,9.8
﻿2021/10/15 11:38:23,35.18,25.24,6,2.0,19.0 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/15 11:00:02,35.19,25.29,14,2.6,21.0 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/15 10:56:14,35.17,25.31,6,2.2,24.0 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/15 10:16:58,35.21,25.29,6,2.6,19.9 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/15 10:16:08,35.21,25.33,6,2.0,21.8 χμ ΝΑ του Ηρακλείου,9.6
﻿2021/10/15 09:53:38,35.18,25.29,14,2.6,21.4 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/15 09:51:59,35.14,25.21,10,2.2,22.0 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/15 09:27:36,35.20,25.31,14,3.5,21.6 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/15 09:15:39,35.20,25.31,14,3.9,20.9 χμ ΝΑ του Ηρακλείου,7.3
﻿2021/10/15 08:14:16,35.19,25.28,5,1.5,20.9 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/15 07:59:43,35.17,25.31,6,2.4,23.8 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/15 07:26:19,35.16,25.24,10,1.7,20.8 χμ ΝΝΑ του Ηρακλείου,0.7
﻿2021/10/15 07:18:44,35.18,25.29,9,2.5,21.6 χμ ΝΑ του Ηρακλείου,4.2
﻿2021/10/15 07:00:06,35.22,25.30,9,2.3,19.1 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/15 06:58:29,35.13,25.24,10,1.5,24.1 χμ ΝΝΑ του Ηρακλείου,3.7
﻿2021/10/15 06:48:42,35.19,25.31,6,2.1,21.9 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/15 06:17:46,35.13,25.23,13,1.6,23.1 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/15 06:15:15,35.15,25.22,10,1.5,20.5 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/15 05:45:07,35.11,25.24,8,2.4,25.8 χμ ΝΝΑ του Ηρακλείου,5.2
﻿2021/10/15 04:37:54,35.22,25.32,7,2.9,21.1 χμ ΝΑ του Ηρακλείου,9.2
﻿2021/10/15 02:25:36,35.14,25.21,11,2.8,21.4 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/15 01:19:18,35.14,25.22,15,2.9,21.6 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/15 01:15:36,35.12,25.25,10,1.8,25.1 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/15 00:12:16,35.13,25.25,6,1.3,24.0 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/14 23:05:12,35.17,25.31,5,1.7,23.6 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/14 22:13:07,35.16,25.21,11,1.5,20.2 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/14 22:12:04,35.16,25.26,9,1.3,21.7 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/14 22:09:31,35.15,25.24,8,1.5,22.0 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/14 22:08:33,35.14,25.25,7,1.4,22.6 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/10/14 21:05:35,35.17,25.31,8,1.7,23.5 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/14 20:14:44,35.20,25.29,5,1.8,20.7 χμ ΝΑ του Ηρακλείου,6.0
﻿2021/10/14 20:12:02,35.11,25.24,8,1.9,25.5 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/14 19:59:03,35.18,25.30,6,1.2,22.3 χμ ΝΑ του Ηρακλείου,5.0
﻿2021/10/14 19:55:51,35.17,25.31,5,2.0,23.5 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/14 19:42:46,35.14,25.21,8,1.6,21.8 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/14 19:42:15,35.14,25.22,8,1.7,22.5 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/14 19:29:47,35.13,25.22,11,1.9,23.4 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/14 19:28:25,35.19,25.30,5,1.5,21.4 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/14 18:24:24,35.13,25.24,8,1.8,24.3 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/14 17:35:01,35.20,25.23,8,1.9,17.2 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/14 17:30:07,35.17,25.30,6,2.0,23.0 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/14 17:20:09,35.14,25.23,14,1.6,22.7 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/14 17:10:25,35.13,25.21,6,1.5,23.5 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/14 17:08:55,35.21,25.30,23,1.7,20.3 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/14 17:02:25,35.15,25.31,9,3.1,25.3 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/14 15:52:44,35.15,25.23,13,1.6,21.6 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/10/14 15:44:33,35.22,25.32,12,2.7,21.3 χμ ΝΑ του Ηρακλείου,9.4
﻿2021/10/14 15:28:21,35.20,25.27,8,1.9,19.3 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/14 15:03:30,35.13,25.22,15,2.6,23.0 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/14 15:02:42,35.14,25.24,9,1.7,23.1 χμ ΝΝΑ του Ηρακλείου,2.1
﻿2021/10/14 14:07:25,35.13,25.25,13,1.7,24.3 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/14 12:52:04,35.17,25.31,7,2.3,23.5 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/14 09:27:55,35.14,25.22,9,2.4,22.3 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/14 09:11:50,35.14,25.24,10,2.4,23.4 χμ ΝΝΑ του Ηρακλείου,2.4
﻿2021/10/14 08:29:42,35.12,25.22,9,1.2,23.9 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/14 07:07:07,35.13,25.21,8,1.6,22.7 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/14 06:34:49,35.16,25.24,6,1.9,21.2 χμ ΝΝΑ του Ηρακλείου,0.6
﻿2021/10/14 06:29:59,35.13,25.23,9,1.4,23.2 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/14 06:06:33,35.13,25.21,8,1.9,23.0 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/14 05:38:05,35.13,25.22,8,1.6,22.8 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/14 02:26:36,35.13,25.22,12,2.0,23.6 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/14 01:50:20,35.13,25.22,14,3.2,23.3 χμ ΝΝΑ του Ηρακλείου,4.0
﻿2021/10/14 01:46:42,35.19,25.30,11,2.6,21.4 χμ ΝΑ του Ηρακλείου,6.4
﻿2021/10/14 01:44:29,35.13,25.23,12,1.7,23.1 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/14 01:32:18,35.14,25.21,9,1.6,21.9 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/14 01:30:29,35.13,25.23,13,3.0,23.4 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/13 23:33:03,35.16,25.21,11,2.2,19.7 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/13 23:28:32,35.13,25.23,10,1.1,23.3 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/13 23:08:21,35.12,25.24,7,1.4,25.4 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/13 23:07:54,35.11,25.25,7,1.0,26.2 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/13 23:07:38,35.12,25.24,7,1.3,25.0 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/13 22:45:45,35.14,25.24,10,1.8,23.0 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/13 21:31:31,35.11,25.30,14,2.1,28.8 χμ ΝΝΑ του Ηρακλείου,7.3
﻿2021/10/13 21:29:12,35.13,25.23,8,1.1,23.1 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/13 21:11:11,35.15,25.33,12,1.9,26.6 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/13 19:46:20,35.16,25.24,10,2.2,20.9 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/13 17:53:07,35.19,25.28,12,1.7,20.1 χμ ΝΑ του Ηρακλείου,4.7
﻿2021/10/13 17:36:33,35.12,25.23,11,2.1,24.2 χμ ΝΝΑ του Ηρακλείου,4.4
﻿2021/10/13 17:23:00,35.19,25.31,6,1.0,21.9 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/13 16:34:27,35.16,25.21,9,1.5,19.8 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/13 15:54:06,35.15,25.22,10,2.8,20.8 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/13 15:30:46,35.15,25.25,10,1.4,22.1 χμ ΝΝΑ του Ηρακλείου,0.8
﻿2021/10/13 15:05:06,35.17,25.30,7,2.1,23.6 χμ ΝΑ του Ηρακλείου,5.3
﻿2021/10/13 14:47:22,35.16,25.32,12,2.6,25.3 χμ ΝΑ του Ηρακλείου,6.6
﻿2021/10/13 12:06:36,35.11,25.18,13,2.5,24.4 χμ ΝΝΑ του Ηρακλείου,7.9
﻿2021/10/13 10:37:02,35.21,25.33,9,1.2,21.6 χμ ΝΑ του Ηρακλείου,9.5
﻿2021/10/13 10:32:22,35.20,25.31,7,1.8,21.4 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/13 09:16:17,35.15,25.22,6,1.8,21.5 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/10/13 07:54:36,35.20,25.32,6,1.5,22.4 χμ ΝΑ του Ηρακλείου,8.2
﻿2021/10/13 07:45:42,35.14,25.23,7,1.3,22.1 χμ ΝΝΑ του Ηρακλείου,2.0
﻿2021/10/13 07:42:37,35.18,25.29,9,2.7,21.5 χμ ΝΑ του Ηρακλείου,4.9
﻿2021/10/13 07:38:48,35.15,25.25,9,1.7,22.7 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/13 07:34:57,35.15,25.26,9,1.5,22.4 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/10/13 07:34:24,35.14,25.23,8,1.7,22.9 χμ ΝΝΑ του Ηρακλείου,2.9
﻿2021/10/13 07:04:16,35.19,25.28,8,2.0,20.3 χμ ΝΑ του Ηρακλείου,4.2
﻿2021/10/13 06:35:40,35.20,25.33,5,1.4,22.5 χμ ΝΑ του Ηρακλείου,9.1
﻿2021/10/13 06:34:08,35.20,25.31,7,1.4,21.7 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/13 06:32:20,35.15,25.20,10,1.2,20.3 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/13 06:30:27,35.12,25.25,8,1.4,24.6 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/13 06:29:09,35.16,25.32,9,1.6,25.5 χμ ΝΑ του Ηρακλείου,6.9
﻿2021/10/13 06:27:27,35.16,25.34,13,2.2,26.1 χμ ΝΑ του Ηρακλείου,8.4
﻿2021/10/13 06:15:10,35.18,25.31,6,1.5,22.9 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/13 04:37:08,35.21,25.23,10,1.2,16.2 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/13 04:09:03,35.16,25.20,11,3.1,19.2 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/13 03:33:20,35.20,25.30,7,1.2,21.2 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/13 03:30:21,35.14,25.20,10,1.2,22.1 χμ ΝΝΑ του Ηρακλείου,4.9
﻿2021/10/13 02:25:12,35.15,25.33,10,2.2,26.9 χμ ΝΑ του Ηρακλείου,7.6
﻿2021/10/13 02:13:27,35.13,25.27,7,2.1,25.1 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/13 01:57:56,35.11,25.23,11,1.4,25.9 χμ ΝΝΑ του Ηρακλείου,5.8
﻿2021/10/13 01:54:20,35.12,25.24,8,1.3,25.1 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/13 01:48:04,35.14,25.22,10,3.0,21.7 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/13 00:20:13,35.16,25.26,10,1.6,21.7 χμ ΝΝΑ του Ηρακλείου,1.0
﻿2021/10/13 00:04:21,35.20,25.32,6,1.4,22.7 χμ ΝΑ του Ηρακλείου,8.2
﻿2021/10/12 23:54:08,35.15,25.33,11,1.8,26.8 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/10/12 23:33:41,35.20,25.31,6,1.8,21.7 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/12 22:33:53,35.16,25.25,10,2.4,20.8 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/10/12 22:27:56,35.19,25.31,6,1.4,22.3 χμ ΝΑ του Ηρακλείου,7.0
﻿2021/10/12 21:38:55,35.12,25.24,8,2.3,25.2 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/12 21:29:33,35.17,25.31,6,1.2,23.6 χμ ΝΑ του Ηρακλείου,5.4
﻿2021/10/12 21:20:59,35.17,25.31,6,1.1,23.7 χμ ΝΑ του Ηρακλείου,6.3
﻿2021/10/12 21:15:55,35.16,25.23,10,2.5,20.5 χμ ΝΝΑ του Ηρακλείου,1.9
﻿2021/10/12 20:45:47,35.19,25.31,6,1.8,21.8 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/12 20:10:00,35.20,25.31,6,2.1,21.9 χμ ΝΑ του Ηρακλείου,7.2
﻿2021/10/12 19:17:54,35.18,25.29,9,2.1,22.1 χμ ΝΑ του Ηρακλείου,4.5
﻿2021/10/12 19:10:20,35.16,25.29,5,1.9,23.6 χμ ΝΑ του Ηρακλείου,4.2
﻿2021/10/12 18:28:43,35.23,25.31,10,1.2,19.5 χμ ΝΑ του Ηρακλείου,9.4
﻿2021/10/12 18:05:37,35.19,25.31,5,1.3,22.8 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/12 17:46:51,35.16,25.22,11,1.5,20.1 χμ ΝΝΑ του Ηρακλείου,2.7
﻿2021/10/12 17:45:22,35.14,25.22,12,1.8,21.6 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/12 17:30:36,35.17,25.31,5,2.1,23.4 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/12 17:02:29,35.11,25.23,8,2.0,25.6 χμ ΝΝΑ του Ηρακλείου,5.4
﻿2021/10/12 15:45:58,35.17,25.21,12,1.3,18.6 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/12 15:43:18,35.13,25.28,5,1.3,25.4 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/12 15:31:50,35.12,25.24,8,2.2,25.1 χμ ΝΝΑ του Ηρακλείου,4.2
﻿2021/10/12 15:19:47,35.13,25.21,12,1.7,22.6 χμ ΝΝΑ του Ηρακλείου,4.5
﻿2021/10/12 15:11:25,35.14,25.22,12,1.5,22.3 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/12 15:09:54,35.13,25.23,11,1.3,23.3 χμ ΝΝΑ του Ηρακλείου,3.6
﻿2021/10/12 15:01:41,35.16,25.25,9,1.6,20.8 χμ ΝΝΑ του Ηρακλείου,0.8
﻿2021/10/12 14:36:03,35.17,25.26,13,1.7,20.9 χμ ΝΝΑ του Ηρακλείου,1.4
﻿2021/10/12 14:11:57,35.15,25.22,8,2.0,21.0 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/12 13:07:37,35.18,25.29,12,2.2,21.9 χμ ΝΑ του Ηρακλείου,4.1
﻿2021/10/12 12:57:15,35.16,25.25,16,2.1,21.5 χμ ΝΝΑ του Ηρακλείου,0.3
﻿2021/10/12 12:31:32,35.15,25.23,10,2.1,21.3 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/12 12:14:19,35.18,25.31,15,3.1,22.6 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/12 10:58:54,35.15,25.25,7,2.1,22.4 χμ ΝΝΑ του Ηρακλείου,0.9
﻿2021/10/12 10:27:41,35.20,25.31,8,1.4,21.2 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/12 09:21:39,35.24,25.32,12,1.7,19.8 χμ ΑΝΑ του Ηρακλείου,11.1
﻿2021/10/12 08:23:01,35.17,25.33,7,2.7,24.9 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/12 07:57:17,35.17,25.39,8,1.9,29.7 χμ ΝΑ του Ηρακλείου,13.2
﻿2021/10/12 07:55:51,35.17,25.28,7,1.9,21.6 χμ ΝΑ του Ηρακλείου,2.9
﻿2021/10/12 07:10:12,35.17,25.25,8,2.7,20.4 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/12 06:43:25,34.95,25.19,9,2.9,42.4 χμ Ν του Ηρακλείου,23.9
﻿2021/10/12 06:22:35,35.20,25.30,10,1.8,20.4 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/12 06:17:20,35.13,25.22,9,1.4,22.9 χμ ΝΝΑ του Ηρακλείου,4.1
﻿2021/10/12 05:55:32,35.20,25.32,6,1.6,22.0 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/12 05:16:55,35.13,25.26,6,1.6,24.6 χμ ΝΝΑ του Ηρακλείου,3.2
﻿2021/10/12 04:34:06,35.14,25.21,9,1.8,21.7 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/12 04:27:57,35.21,25.31,8,2.2,21.4 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/12 04:03:49,35.19,25.23,6,1.4,17.7 χμ ΝΝΑ του Ηρακλείου,3.8
﻿2021/10/12 03:26:54,35.15,25.23,11,2.2,21.5 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/12 02:54:40,35.14,25.24,10,1.8,22.7 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/10/12 02:20:09,35.19,25.29,6,1.0,21.3 χμ ΝΑ του Ηρακλείου,5.2
﻿2021/10/12 02:10:23,35.15,25.21,11,2.4,20.2 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/12 01:28:58,35.14,25.22,13,2.7,22.1 χμ ΝΝΑ του Ηρακλείου,3.5
﻿2021/10/12 00:54:47,35.15,25.21,13,2.2,21.0 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/12 00:31:58,35.19,25.31,6,2.0,21.9 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/12 00:23:43,35.20,25.30,6,1.6,20.7 χμ ΝΑ του Ηρακλείου,7.4
﻿2021/10/12 00:21:03,35.15,25.20,12,1.9,20.6 χμ ΝΝΑ του Ηρακλείου,4.7
﻿2021/10/12 00:20:28,35.16,25.22,10,1.1,20.6 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/12 00:18:47,35.20,25.31,10,1.5,21.6 χμ ΝΑ του Ηρακλείου,7.7
﻿2021/10/12 00:15:57,35.13,25.25,6,1.4,24.5 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/12 00:11:21,35.13,25.20,12,1.7,22.6 χμ ΝΝΑ του Ηρακλείου,5.5
﻿2021/10/11 23:56:24,35.14,25.22,11,1.8,22.0 χμ ΝΝΑ του Ηρακλείου,2.8
﻿2021/10/11 23:22:51,35.14,25.22,11,1.9,22.0 χμ ΝΝΑ του Ηρακλείου,3.3
﻿2021/10/11 23:21:47,35.14,25.20,8,1.1,21.8 χμ ΝΝΑ του Ηρακλείου,5.1
﻿2021/10/11 22:40:33,35.15,25.24,13,2.0,21.4 χμ ΝΝΑ του Ηρακλείου,1.3
﻿2021/10/11 22:37:57,35.16,25.23,16,1.4,20.7 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/11 22:32:25,35.15,25.22,12,1.5,20.6 χμ ΝΝΑ του Ηρακλείου,3.0
﻿2021/10/11 22:29:14,35.16,25.24,12,2.1,21.0 χμ ΝΝΑ του Ηρακλείου,0.8
﻿2021/10/11 21:26:08,35.13,25.20,14,2.0,22.7 χμ ΝΝΑ του Ηρακλείου,5.3
﻿2021/10/11 21:06:51,35.16,25.25,11,1.0,20.9 χμ ΝΝΑ του Ηρακλείου,0.6
﻿2021/10/11 21:05:42,35.14,25.21,11,1.2,21.8 χμ ΝΝΑ του Ηρακλείου,4.3
﻿2021/10/11 21:02:22,35.20,25.29,7,1.2,20.5 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/11 20:55:42,35.17,25.26,9,1.0,21.2 χμ ΝΑ του Ηρακλείου,1.6
﻿2021/10/11 19:48:54,35.19,25.33,8,2.2,23.6 χμ ΝΑ του Ηρακλείου,8.5
﻿2021/10/11 19:48:06,35.15,25.22,8,1.1,21.1 χμ ΝΝΑ του Ηρακλείου,2.6
﻿2021/10/11 19:33:04,35.17,25.23,8,1.1,19.3 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/11 19:31:45,35.20,25.29,8,1.0,19.9 χμ ΝΑ του Ηρακλείου,5.8
﻿2021/10/11 19:06:47,35.17,25.24,10,1.8,20.3 χμ ΝΝΑ του Ηρακλείου,1.2
﻿2021/10/11 18:22:00,35.16,25.33,14,2.2,25.6 χμ ΝΑ του Ηρακλείου,7.8
﻿2021/10/11 18:12:17,35.14,25.25,6,2.0,23.8 χμ ΝΝΑ του Ηρακλείου,2.3
﻿2021/10/11 18:06:22,35.21,25.34,6,1.0,22.4 χμ ΝΑ του Ηρακλείου,10.1
﻿2021/10/11 16:36:23,35.20,25.32,6,1.3,22.2 χμ ΝΑ του Ηρακλείου,8.1
﻿2021/10/11 16:16:41,35.25,25.31,9,1.6,18.4 χμ ΑΝΑ του Ηρακλείου,12.3
﻿2021/10/11 15:48:20,35.17,25.31,4,2.1,23.4 χμ ΝΑ του Ηρακλείου,5.9
﻿2021/10/11 15:42:23,35.17,25.31,6,2.1,23.2 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/11 14:26:38,35.20,25.30,5,2.1,20.8 χμ ΝΑ του Ηρακλείου,6.5
﻿2021/10/11 14:09:53,35.13,25.23,10,1.7,23.5 χμ ΝΝΑ του Ηρακλείου,3.4
﻿2021/10/11 13:57:20,35.12,25.18,8,2.7,23.3 χμ ΝΝΑ του Ηρακλείου,7.1
﻿2021/10/11 13:23:16,35.18,25.26,5,1.4,20.4 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/10/11 12:47:39,35.10,25.17,7,3.8,25.5 χμ Ν του Ηρακλείου,9.4
﻿2021/10/11 10:40:54,35.13,25.20,14,2.3,22.4 χμ ΝΝΑ του Ηρακλείου,5.0
﻿2021/10/11 10:10:00,35.12,25.25,6,2.1,25.1 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/11 09:58:29,35.21,25.22,8,1.5,15.0 χμ ΝΝΑ του Ηρακλείου,6.6
﻿2021/10/11 09:27:53,35.14,25.19,9,2.2,21.4 χμ ΝΝΑ του Ηρακλείου,5.6
﻿2021/10/11 09:19:05,35.15,25.25,9,1.4,21.9 χμ ΝΝΑ του Ηρακλείου,0.6
﻿2021/10/11 08:39:36,35.16,25.23,7,1.7,20.1 χμ ΝΝΑ του Ηρακλείου,1.7
﻿2021/10/11 08:02:21,35.12,25.23,10,1.5,24.7 χμ ΝΝΑ του Ηρακλείου,4.6
﻿2021/10/11 07:27:05,35.14,25.24,10,1.4,22.3 χμ ΝΝΑ του Ηρακλείου,1.6
﻿2021/10/11 07:08:35,35.13,25.19,9,1.8,22.4 χμ ΝΝΑ του Ηρακλείου,5.9
﻿2021/10/11 07:03:52,35.20,25.33,11,2.1,22.4 χμ ΝΑ του Ηρακλείου,8.9
﻿2021/10/11 05:36:13,35.13,25.27,7,1.7,25.4 χμ ΝΝΑ του Ηρακλείου,3.9
﻿2021/10/11 03:39:36,35.17,25.32,15,2.9,24.3 χμ ΝΑ του Ηρακλείου,6.7
﻿2021/10/11 03:35:17,35.14,25.23,12,2.1,22.4 χμ ΝΝΑ του Ηρακλείου,2.2
﻿2021/10/11 03:27:15,35.19,25.31,12,2.1,22.2 χμ ΝΑ του Ηρακλείου,6.1
﻿2021/10/11 03:05:48,35.17,25.31,14,1.8,23.7 χμ ΝΑ του Ηρακλείου,5.6
﻿2021/10/11 03:03:45,35.19,25.30,12,2.5,21.9 χμ ΝΑ του Ηρακλείου,5.7
﻿2021/10/11 02:58:37,35.17,25.27,11,2.5,21.9 χμ ΝΑ του Ηρακλείου,2.6
﻿2021/10/11 02:53:21,35.17,25.26,11,1.6,21.0 χμ ΝΝΑ του Ηρακλείου,1.5
﻿2021/10/11 02:44:58,35.19,25.31,15,2.5,22.1 χμ ΝΑ του Ηρακλείου,6.8
﻿2021/10/11 02:33:00,35.17,25.34,9,1.6,25.7 χμ ΝΑ του Ηρακλείου,8.4
﻿2021/10/11 02:22:05,35.19,25.30,11,1.8,21.0 χμ ΝΑ του Ηρακλείου,5.9
